ID,task,best,second_pref,third_pref,worst,brand_1,country_1,char_1,side_effects_1,price_1,brand_2,country_2,char_2,side_effects_2,price_2,brand_3,country_3,char_3,side_effects_3,price_3,brand_4,country_4,char_4,side_effects_4,price_4,regular_user,university_educated,over_50,attitude_quality,attitude_ingredients,attitude_patent,attitude_dominance
2,4,2,3,1,4,Novum,USA,fast acting,1,3,Artemis,Switzerland,double strength,1,4.5,PainAway,USA,fast acting,100,2.25,PainAway,Brazil,standard,1000,0.75,0,0,0,3,2,5,3
2,5,2,3,4,1,Artemis,Denmark,double strength,10,4.5,Novum,Switzerland,double strength,10,2.25,Supermarket,Russia,standard,10,2.25,Supermarket,USA,fast acting,10,2.25,0,0,0,3,2,5,3
2,6,2,1,4,3,Artemis,Switzerland,standard,10,4.5,Artemis,Switzerland,double strength,1,2.5,Supermarket,Russia,standard,1000,2.5,BestValue,Brazil,standard,100,2.25,0,0,0,3,2,5,3
2,7,2,3,1,4,Novum,Switzerland,standard,1,4.5,Artemis,USA,double strength,1,2.25,Supermarket,Russia,standard,10,2.5,Supermarket,India,fast acting,1000,2.5,0,0,0,3,2,5,3
2,8,1,4,3,2,Artemis,Denmark,fast acting,100,2.5,Novum,Denmark,standard,1,3.5,PainAway,India,standard,10,2.5,Supermarket,USA,standard,100,1.5,0,0,0,3,2,5,3
2,9,1,3,2,4,Artemis,Denmark,double strength,1,2.25,Novum,Switzerland,fast acting,10,4.5,Supermarket,Russia,standard,10,0.75,PainAway,Brazil,standard,10,2.5,0,0,0,3,2,5,3
2,10,2,1,4,3,Novum,Switzerland,fast acting,10,3,Novum,Denmark,standard,100,3,Supermarket,Russia,standard,10,1.5,Supermarket,USA,fast acting,10,2.5,0,0,0,3,2,5,3
3,1,3,1,2,4,Artemis,USA,fast acting,100,3.5,Artemis,Denmark,fast acting,100,3.5,PainAway,India,fast acting,100,0.75,BestValue,Brazil,fast acting,100,2.25,1,1,0,1,5,1,4
3,2,2,3,1,4,Novum,Switzerland,double strength,1,3.5,Artemis,Denmark,double strength,100,2.5,Supermarket,India,standard,10,0.75,PainAway,USA,fast acting,1000,2.25,1,1,0,1,5,1,4
3,3,3,4,1,2,Artemis,USA,standard,1,3,Novum,Denmark,fast acting,100,3.5,Supermarket,Brazil,fast acting,100,2.5,BestValue,India,standard,1000,2.25,1,1,0,1,5,1,4
3,4,2,3,1,4,Novum,Switzerland,fast acting,1,3.5,Novum,USA,double strength,100,3,Supermarket,Brazil,fast acting,1000,1.5,PainAway,Russia,standard,1000,2.25,1,1,0,1,5,1,4
3,5,3,4,1,2,Artemis,Switzerland,standard,10,2.25,Novum,USA,fast acting,100,4.5,BestValue,India,fast acting,10,0.75,Supermarket,Russia,fast acting,100,2.25,1,1,0,1,5,1,4
3,6,3,1,4,2,Artemis,Denmark,standard,100,2.25,Novum,USA,double strength,10,4.5,BestValue,USA,standard,1000,1.5,PainAway,Brazil,fast acting,1000,2.5,1,1,0,1,5,1,4
3,7,4,3,1,2,Novum,USA,standard,100,2.5,Artemis,USA,standard,100,4.5,Supermarket,Brazil,standard,100,2.25,PainAway,USA,fast acting,100,0.75,1,1,0,1,5,1,4
3,8,2,4,3,1,Artemis,USA,standard,100,2.5,Novum,Switzerland,double strength,1,3.5,Supermarket,India,standard,100,1.5,BestValue,Brazil,fast acting,1000,2.5,1,1,0,1,5,1,4
3,9,4,1,3,2,Novum,Denmark,double strength,1,2.25,Artemis,USA,fast acting,1,2.5,Supermarket,Brazil,standard,1000,2.5,BestValue,India,fast acting,10,2.25,1,1,0,1,5,1,4
3,10,4,1,2,3,Artemis,Switzerland,standard,1,4.5,Novum,Denmark,fast acting,100,2.5,BestValue,Russia,fast acting,10,2.25,Supermarket,USA,standard,1000,2.5,1,1,0,1,5,1,4
4,1,3,1,4,2,Novum,Denmark,standard,1,3,Novum,Switzerland,standard,1,4.5,BestValue,India,standard,10,0.75,Supermarket,India,fast acting,1000,2.5,1,1,0,4,3,1,2
4,2,1,4,2,3,Artemis,USA,double strength,1,2.25,Artemis,Switzerland,standard,100,4.5,Supermarket,India,fast acting,1000,2.25,BestValue,Russia,fast acting,10,0.75,1,1,0,4,3,1,2
4,3,2,3,1,4,Artemis,Switzerland,fast acting,100,4.5,Novum,Switzerland,standard,1,2.25,PainAway,USA,standard,10,0.75,Supermarket,India,fast acting,10,2.5,1,1,0,4,3,1,2
4,4,4,2,1,3,Novum,USA,fast acting,10,2.5,Artemis,USA,double strength,1,2.5,PainAway,Brazil,fast acting,100,1.5,BestValue,Russia,standard,100,1.5,1,1,0,4,3,1,2
4,5,1,2,4,3,Novum,USA,fast acting,1,2.5,Novum,Switzerland,double strength,100,4.5,BestValue,Brazil,fast acting,1000,1.5,Supermarket,USA,standard,100,1.5,1,1,0,4,3,1,2
4,6,4,2,1,3,Artemis,Denmark,standard,1,3,Artemis,Denmark,fast acting,100,3,BestValue,USA,fast acting,1000,1.5,PainAway,USA,standard,100,1.5,1,1,0,4,3,1,2
4,7,4,2,3,1,Novum,Switzerland,standard,1,2.5,Artemis,Switzerland,fast acting,10,4.5,Supermarket,USA,standard,1000,1.5,BestValue,India,fast acting,10,0.75,1,1,0,4,3,1,2
4,8,1,3,4,2,Artemis,Denmark,double strength,10,2.25,Artemis,Denmark,standard,10,3.5,PainAway,Russia,fast acting,10,2.5,PainAway,India,standard,10,0.75,1,1,0,4,3,1,2
4,9,1,3,2,4,Novum,USA,fast acting,10,2.25,Artemis,Denmark,standard,10,4.5,PainAway,Russia,fast acting,100,2.25,BestValue,India,standard,1000,2.5,1,1,0,4,3,1,2
4,10,2,1,4,3,Novum,Denmark,double strength,100,4.5,Artemis,USA,double strength,10,2.5,PainAway,Russia,standard,10,2.25,Supermarket,USA,fast acting,10,1.5,1,1,0,4,3,1,2
5,1,2,4,1,3,Novum,USA,standard,10,3,Artemis,USA,double strength,100,3,Supermarket,Brazil,standard,1000,2.5,PainAway,Russia,standard,100,0.75,0,0,0,4,2,4,4
5,2,2,1,3,4,Novum,USA,fast acting,10,3,Artemis,Denmark,double strength,100,3,BestValue,USA,standard,100,2.25,BestValue,India,fast acting,10,2.25,0,0,0,4,2,4,4
5,3,4,1,2,3,Novum,Denmark,fast acting,100,2.25,Artemis,USA,standard,10,2.25,PainAway,Russia,fast acting,10,2.25,Supermarket,Brazil,fast acting,10,2.25,0,0,0,4,2,4,4
5,4,2,1,3,4,Novum,Switzerland,standard,100,3,Artemis,USA,fast acting,10,2.25,BestValue,Brazil,standard,1000,0.75,PainAway,USA,standard,10,1.5,0,0,0,4,2,4,4
5,5,3,1,2,4,Novum,USA,fast acting,100,2.25,Novum,Denmark,standard,100,3.5,PainAway,Brazil,fast acting,100,0.75,Supermarket,Russia,standard,1000,2.5,0,0,0,4,2,4,4
5,6,1,2,4,3,Artemis,Switzerland,double strength,10,2.5,Artemis,USA,fast acting,10,4.5,BestValue,Brazil,standard,1000,0.75,PainAway,India,fast acting,1000,2.25,0,0,0,4,2,4,4
5,7,2,1,4,3,Artemis,Denmark,double strength,1,2.5,Novum,USA,fast acting,1,2.5,BestValue,Brazil,fast acting,10,2.5,BestValue,Russia,fast acting,100,1.5,0,0,0,4,2,4,4
5,8,2,1,3,4,Novum,USA,double strength,1,3.5,Novum,Switzerland,double strength,100,3,BestValue,USA,fast acting,100,2.5,Supermarket,Brazil,standard,1000,2.25,0,0,0,4,2,4,4
5,9,2,1,3,4,Artemis,USA,standard,100,2.25,Novum,Denmark,double strength,1,2.25,BestValue,India,standard,1000,2.25,PainAway,USA,standard,1000,2.5,0,0,0,4,2,4,4
5,10,1,4,2,3,Artemis,Denmark,double strength,10,2.5,Novum,Switzerland,standard,10,2.5,Supermarket,Brazil,fast acting,100,0.75,BestValue,USA,standard,10,1.5,0,0,0,4,2,4,4
6,1,3,2,4,1,Artemis,Denmark,standard,10,4.5,Novum,USA,double strength,100,2.25,PainAway,India,standard,100,2.25,Supermarket,Brazil,standard,1000,0.75,0,0,0,4,2,5,3
6,2,4,2,1,3,Novum,USA,fast acting,10,3.5,Novum,Denmark,double strength,10,3,Supermarket,Brazil,standard,100,0.75,Supermarket,Brazil,fast acting,100,2.5,0,0,0,4,2,5,3
6,3,2,1,4,3,Artemis,Denmark,double strength,100,4.5,Artemis,Denmark,fast acting,1,3,Supermarket,Russia,standard,10,2.5,PainAway,India,fast acting,1000,2.5,0,0,0,4,2,5,3
6,4,1,4,2,3,Artemis,Denmark,double strength,100,2.5,Artemis,USA,standard,1,3.5,Supermarket,Russia,standard,1000,0.75,BestValue,India,standard,10,1.5,0,0,0,4,2,5,3
6,5,1,2,4,3,Artemis,USA,standard,1,2.5,Artemis,Switzerland,double strength,10,4.5,BestValue,Brazil,standard,10,0.75,PainAway,Brazil,fast acting,10,0.75,0,0,0,4,2,5,3
6,6,1,4,3,2,Novum,Denmark,double strength,10,3,Novum,USA,standard,10,3.5,Supermarket,USA,fast acting,1000,2.5,Supermarket,India,fast acting,1000,0.75,0,0,0,4,2,5,3
6,7,2,1,4,3,Novum,Denmark,standard,10,3,Artemis,USA,standard,100,3.5,BestValue,USA,fast acting,1000,1.5,Supermarket,USA,standard,100,1.5,0,0,0,4,2,5,3
6,8,3,1,4,2,Artemis,USA,standard,100,4.5,Artemis,Denmark,standard,1,3.5,PainAway,Brazil,fast acting,10,2.5,BestValue,Russia,standard,1000,0.75,0,0,0,4,2,5,3
6,9,3,2,1,4,Novum,Switzerland,fast acting,100,3,Novum,Denmark,double strength,1,2.5,BestValue,Russia,fast acting,100,2.5,Supermarket,Brazil,fast acting,100,0.75,0,0,0,4,2,5,3
6,10,1,2,4,3,Novum,Switzerland,double strength,100,2.5,Artemis,USA,double strength,1,3,BestValue,India,standard,10,0.75,Supermarket,Russia,standard,100,2.5,0,0,0,4,2,5,3
7,1,1,2,3,4,Artemis,Switzerland,double strength,10,3,Novum,Denmark,standard,10,3,BestValue,USA,standard,1000,0.75,BestValue,Russia,fast acting,100,2.5,0,0,0,3,3,4,3
7,2,2,4,1,3,Novum,Denmark,fast acting,100,2.5,Artemis,Switzerland,standard,10,2.5,BestValue,Brazil,fast acting,1000,1.5,PainAway,Russia,fast acting,10,2.5,0,0,0,3,3,4,3
7,3,2,1,4,3,Novum,Denmark,standard,10,2.5,Artemis,Denmark,standard,10,3,PainAway,India,fast acting,10,2.5,BestValue,Russia,fast acting,10,0.75,0,0,0,3,3,4,3
7,4,2,1,3,4,Artemis,USA,fast acting,1,4.5,Novum,Switzerland,double strength,100,3,PainAway,USA,standard,10,1.5,PainAway,Brazil,standard,100,1.5,0,0,0,3,3,4,3
7,5,2,1,4,3,Novum,Switzerland,standard,1,2.25,Artemis,Switzerland,double strength,1,3.5,BestValue,Russia,standard,10,2.25,PainAway,India,fast acting,10,2.25,0,0,0,3,3,4,3
7,6,2,3,1,4,Novum,USA,double strength,100,4.5,Novum,Denmark,fast acting,10,4.5,PainAway,India,fast acting,10,2.25,Supermarket,Brazil,fast acting,1000,2.25,0,0,0,3,3,4,3
7,7,2,1,3,4,Artemis,Denmark,double strength,1,3,Novum,Switzerland,double strength,100,3,PainAway,USA,standard,1000,2.25,PainAway,Russia,standard,10,0.75,0,0,0,3,3,4,3
7,8,1,3,2,4,Novum,USA,double strength,100,2.25,Artemis,Switzerland,standard,10,3.5,PainAway,USA,fast acting,100,1.5,BestValue,Russia,fast acting,1000,0.75,0,0,0,3,3,4,3
7,9,1,3,2,4,Novum,Switzerland,double strength,100,3,Artemis,USA,fast acting,1,2.25,BestValue,Brazil,fast acting,100,0.75,PainAway,Russia,fast acting,100,1.5,0,0,0,3,3,4,3
7,10,2,3,1,4,Artemis,USA,standard,10,3.5,Novum,Switzerland,fast acting,100,2.5,Supermarket,Brazil,fast acting,10,2.5,PainAway,Russia,standard,1000,0.75,0,0,0,3,3,4,3
8,1,2,4,3,1,Novum,USA,fast acting,100,4.5,Artemis,Denmark,fast acting,10,2.5,BestValue,Russia,standard,10,2.5,Supermarket,Brazil,standard,1000,2.25,1,0,1,3,3,2,5
8,2,1,4,2,3,Novum,Switzerland,double strength,10,2.5,Artemis,Switzerland,double strength,1,4.5,Supermarket,USA,standard,100,2.25,PainAway,USA,fast acting,10,2.5,1,0,1,3,3,2,5
8,3,3,4,2,1,Novum,Denmark,double strength,1,4.5,Artemis,USA,standard,10,2.25,PainAway,India,standard,1000,1.5,BestValue,Brazil,fast acting,100,1.5,1,0,1,3,3,2,5
8,4,1,2,4,3,Novum,Denmark,standard,10,2.5,Artemis,Switzerland,double strength,100,3,BestValue,USA,standard,100,0.75,BestValue,Russia,fast acting,100,0.75,1,0,1,3,3,2,5
8,5,3,1,2,4,Artemis,Switzerland,standard,1,3.5,Novum,USA,fast acting,100,2.5,PainAway,Russia,fast acting,100,1.5,Supermarket,USA,standard,1000,1.5,1,0,1,3,3,2,5
8,6,4,2,1,3,Novum,Denmark,fast acting,10,4.5,Novum,USA,double strength,10,2.5,Supermarket,USA,standard,1000,2.25,Supermarket,Russia,fast acting,100,2.25,1,0,1,3,3,2,5
8,7,2,4,3,1,Artemis,Denmark,fast acting,10,3.5,Novum,Switzerland,standard,1,3.5,PainAway,Russia,standard,100,1.5,BestValue,Brazil,standard,1000,0.75,1,0,1,3,3,2,5
8,8,3,1,2,4,Artemis,Denmark,fast acting,100,3.5,Novum,Switzerland,standard,1,3,PainAway,Brazil,fast acting,1000,0.75,Supermarket,India,standard,100,2.25,1,0,1,3,3,2,5
8,9,2,1,4,3,Artemis,Switzerland,double strength,1,3,Novum,Switzerland,standard,10,4.5,BestValue,India,fast acting,10,2.5,PainAway,Brazil,fast acting,1000,0.75,1,0,1,3,3,2,5
8,10,1,4,2,3,Novum,USA,standard,1,2.5,Artemis,USA,double strength,100,4.5,BestValue,India,standard,1000,1.5,BestValue,USA,fast acting,1000,2.5,1,0,1,3,3,2,5
9,1,1,2,4,3,Artemis,Denmark,double strength,100,2.25,Novum,USA,fast acting,100,4.5,BestValue,India,fast acting,100,2.25,PainAway,Brazil,fast acting,10,1.5,0,0,0,3,3,5,3
9,2,3,2,1,4,Novum,USA,fast acting,1,2.25,Novum,Switzerland,standard,100,3,PainAway,Russia,fast acting,10,1.5,BestValue,USA,fast acting,10,2.5,0,0,0,3,3,5,3
9,3,3,1,2,4,Artemis,USA,fast acting,100,4.5,Novum,Denmark,standard,1,2.5,BestValue,USA,standard,100,2.25,Supermarket,Russia,fast acting,1000,2.5,0,0,0,3,3,5,3
9,4,2,3,1,4,Novum,Denmark,standard,100,2.5,Novum,USA,double strength,10,3,BestValue,USA,fast acting,1000,2.5,BestValue,Russia,standard,1000,1.5,0,0,0,3,3,5,3
9,5,1,2,3,4,Novum,Denmark,double strength,100,3,Novum,USA,fast acting,10,3.5,Supermarket,USA,fast acting,10,2.25,PainAway,India,fast acting,10,2.25,0,0,0,3,3,5,3
9,6,2,4,3,1,Novum,Denmark,standard,100,2.25,Artemis,USA,fast acting,1,2.5,BestValue,Russia,fast acting,10,2.5,Supermarket,India,standard,100,0.75,0,0,0,3,3,5,3
9,7,1,2,4,3,Novum,Switzerland,fast acting,100,2.5,Artemis,USA,double strength,10,4.5,PainAway,USA,standard,1000,1.5,PainAway,Brazil,standard,100,0.75,0,0,0,3,3,5,3
9,8,4,1,3,2,Novum,USA,standard,100,3,Artemis,Denmark,standard,10,4.5,Supermarket,India,fast acting,10,2.5,BestValue,Brazil,standard,10,2.25,0,0,0,3,3,5,3
9,9,1,2,4,3,Novum,Switzerland,standard,1,2.5,Artemis,Switzerland,double strength,1,3.5,BestValue,Russia,standard,100,0.75,Supermarket,USA,standard,10,2.25,0,0,0,3,3,5,3
9,10,3,4,2,1,Artemis,Switzerland,standard,1,3.5,Artemis,Denmark,standard,10,3,Supermarket,Brazil,fast acting,1000,1.5,PainAway,USA,fast acting,10,2.5,0,0,0,3,3,5,3
10,1,3,4,2,1,Artemis,Denmark,standard,100,2.25,Artemis,Switzerland,fast acting,1,2.25,PainAway,Russia,fast acting,1000,0.75,BestValue,India,fast acting,100,1.5,0,0,0,3,4,5,1
10,2,1,2,3,4,Artemis,Switzerland,fast acting,1,2.25,Artemis,Denmark,standard,100,2.5,Supermarket,Brazil,standard,100,1.5,PainAway,India,standard,1000,2.5,0,0,0,3,4,5,1
10,3,1,3,4,2,Novum,Denmark,fast acting,10,2.25,Novum,Denmark,fast acting,100,2.25,PainAway,India,fast acting,10,0.75,BestValue,USA,fast acting,100,1.5,0,0,0,3,4,5,1
10,4,4,1,3,2,Artemis,USA,standard,1,3,Novum,Denmark,standard,1,4.5,PainAway,Russia,fast acting,1000,2.25,BestValue,India,standard,10,2.5,0,0,0,3,4,5,1
10,5,2,3,1,4,Novum,Switzerland,standard,10,3.5,Artemis,Denmark,double strength,10,2.25,PainAway,Brazil,standard,100,2.25,Supermarket,India,fast acting,1000,0.75,0,0,0,3,4,5,1
10,6,2,1,3,4,Novum,Switzerland,standard,100,4.5,Novum,Switzerland,fast acting,100,2.5,Supermarket,India,standard,100,0.75,PainAway,Russia,fast acting,1000,2.25,0,0,0,3,4,5,1
10,7,2,1,4,3,Novum,USA,double strength,100,3.5,Novum,Denmark,standard,100,3.5,PainAway,India,fast acting,10,2.25,Supermarket,Russia,fast acting,1000,0.75,0,0,0,3,4,5,1
10,8,1,2,3,4,Artemis,Switzerland,fast acting,1,3,Novum,USA,fast acting,1,2.5,Supermarket,USA,standard,10,1.5,BestValue,USA,standard,100,0.75,0,0,0,3,4,5,1
10,9,2,4,1,3,Artemis,Denmark,fast acting,1,3.5,Novum,Denmark,double strength,100,2.5,Supermarket,India,fast acting,1000,1.5,PainAway,India,fast acting,10,2.25,0,0,0,3,4,5,1
10,10,2,1,3,4,Artemis,USA,standard,10,2.5,Artemis,USA,double strength,1,4.5,PainAway,USA,fast acting,10,1.5,Supermarket,India,standard,1000,1.5,0,0,0,3,4,5,1
11,1,1,4,3,2,Novum,USA,double strength,100,2.5,Artemis,Switzerland,fast acting,1,4.5,BestValue,India,standard,1000,0.75,BestValue,USA,fast acting,10,0.75,1,1,1,3,4,1,5
11,2,3,1,4,2,Artemis,Switzerland,double strength,10,2.25,Artemis,USA,double strength,100,2.25,BestValue,USA,fast acting,100,2.25,BestValue,India,standard,10,2.25,1,1,1,3,4,1,5
11,3,4,3,2,1,Artemis,USA,standard,1,2.25,Novum,Denmark,standard,10,3,Supermarket,Russia,fast acting,10,0.75,Supermarket,India,standard,100,2.5,1,1,1,3,4,1,5
11,4,4,1,2,3,Novum,Denmark,double strength,10,3,Artemis,Switzerland,fast acting,100,2.25,PainAway,Russia,fast acting,100,2.25,Supermarket,USA,standard,100,2.5,1,1,1,3,4,1,5
11,5,4,3,2,1,Artemis,USA,double strength,100,3.5,Artemis,USA,standard,10,3.5,BestValue,Russia,fast acting,10,2.5,PainAway,Brazil,fast acting,100,0.75,1,1,1,3,4,1,5
11,6,2,1,3,4,Novum,Denmark,double strength,1,4.5,Artemis,Switzerland,standard,100,2.25,Supermarket,India,standard,100,2.5,BestValue,Russia,fast acting,1000,1.5,1,1,1,3,4,1,5
11,7,3,2,4,1,Artemis,Switzerland,fast acting,1,3.5,Novum,USA,fast acting,1,3.5,BestValue,India,standard,100,1.5,PainAway,Brazil,fast acting,100,2.25,1,1,1,3,4,1,5
11,8,1,3,4,2,Novum,Switzerland,standard,1,2.25,Novum,Denmark,fast acting,1,4.5,Supermarket,Brazil,fast acting,10,2.25,BestValue,USA,standard,1000,2.25,1,1,1,3,4,1,5
11,9,2,3,4,1,Artemis,USA,double strength,10,3,Artemis,Switzerland,standard,100,2.25,BestValue,India,standard,1000,2.25,Supermarket,Russia,fast acting,10,2.5,1,1,1,3,4,1,5
11,10,2,1,3,4,Novum,Switzerland,fast acting,100,3.5,Novum,Switzerland,double strength,1,2.25,PainAway,Brazil,standard,1000,0.75,BestValue,USA,standard,100,2.25,1,1,1,3,4,1,5
12,1,2,1,3,4,Novum,USA,double strength,1,3.5,Artemis,Denmark,fast acting,100,3.5,Supermarket,Russia,standard,100,1.5,BestValue,Russia,standard,1000,1.5,0,0,1,4,3,4,1
12,2,1,2,4,3,Artemis,Switzerland,fast acting,1,2.25,Novum,USA,double strength,10,3,Supermarket,India,standard,1000,2.25,Supermarket,India,fast acting,10,0.75,0,0,1,4,3,4,1
12,3,2,1,3,4,Novum,Switzerland,standard,10,3.5,Novum,USA,fast acting,1,2.25,PainAway,USA,standard,100,0.75,PainAway,Brazil,standard,1000,1.5,0,0,1,4,3,4,1
12,4,2,1,3,4,Artemis,Denmark,fast acting,1,3.5,Artemis,Switzerland,standard,100,3,BestValue,Brazil,standard,100,2.25,PainAway,USA,standard,100,0.75,0,0,1,4,3,4,1
12,5,2,1,3,4,Artemis,Switzerland,fast acting,100,3.5,Artemis,Switzerland,double strength,1,3.5,PainAway,Brazil,standard,10,2.5,Supermarket,Russia,standard,10,2.5,0,0,1,4,3,4,1
12,6,1,2,4,3,Artemis,Denmark,fast acting,10,2.25,Novum,USA,fast acting,1,3.5,PainAway,Brazil,standard,1000,2.5,PainAway,Brazil,standard,100,2.5,0,0,1,4,3,4,1
12,7,2,4,1,3,Artemis,USA,fast acting,10,2.25,Novum,Denmark,standard,1,3,Supermarket,India,fast acting,1000,2.5,PainAway,Brazil,standard,100,1.5,0,0,1,4,3,4,1
12,8,2,1,3,4,Artemis,Denmark,fast acting,10,3.5,Artemis,USA,standard,100,2.5,Supermarket,USA,fast acting,1000,0.75,BestValue,Brazil,standard,10,2.25,0,0,1,4,3,4,1
12,9,4,2,1,3,Novum,Switzerland,double strength,10,3.5,Artemis,Switzerland,double strength,10,2.5,Supermarket,Russia,fast acting,100,1.5,BestValue,USA,standard,10,1.5,0,0,1,4,3,4,1
12,10,1,2,4,3,Artemis,USA,double strength,100,4.5,Novum,Switzerland,standard,10,3.5,BestValue,Brazil,fast acting,100,2.5,PainAway,India,fast acting,1000,2.25,0,0,1,4,3,4,1
13,1,1,2,4,3,Artemis,USA,fast acting,10,4.5,Artemis,Denmark,standard,10,2.25,Supermarket,India,fast acting,10,2.5,BestValue,India,standard,10,1.5,0,0,0,3,5,4,3
13,2,2,1,3,4,Novum,Denmark,standard,10,3,Artemis,USA,fast acting,1,2.25,BestValue,USA,fast acting,100,2.5,PainAway,USA,fast acting,100,2.5,0,0,0,3,5,4,3
13,3,2,4,1,3,Novum,USA,fast acting,100,4.5,Novum,Denmark,fast acting,10,2.5,BestValue,Russia,standard,1000,1.5,Supermarket,Brazil,standard,10,1.5,0,0,0,3,5,4,3
13,4,4,1,2,3,Artemis,Switzerland,double strength,1,4.5,Novum,Switzerland,standard,100,2.25,PainAway,Russia,fast acting,100,1.5,BestValue,USA,fast acting,1000,0.75,0,0,0,3,5,4,3
13,5,2,1,3,4,Artemis,USA,double strength,10,3,Novum,Denmark,fast acting,1,2.25,PainAway,USA,standard,10,1.5,PainAway,Russia,standard,100,1.5,0,0,0,3,5,4,3
13,6,2,4,1,3,Artemis,Switzerland,fast acting,10,2.5,Novum,Denmark,fast acting,1,3,PainAway,Brazil,fast acting,1000,0.75,BestValue,Russia,fast acting,10,1.5,0,0,0,3,5,4,3
13,7,2,1,3,4,Artemis,Denmark,double strength,10,4.5,Novum,USA,fast acting,1,3,PainAway,India,fast acting,100,2.5,Supermarket,Brazil,standard,100,0.75,0,0,0,3,5,4,3
13,8,1,2,3,4,Novum,Switzerland,fast acting,10,4.5,Artemis,Denmark,double strength,10,3.5,Supermarket,USA,standard,100,1.5,BestValue,India,fast acting,100,2.25,0,0,0,3,5,4,3
13,9,2,1,4,3,Artemis,USA,standard,1,3.5,Novum,Switzerland,fast acting,10,4.5,BestValue,Russia,standard,1000,2.25,Supermarket,Russia,standard,100,2.5,0,0,0,3,5,4,3
13,10,2,1,3,4,Novum,Denmark,standard,10,2.5,Artemis,Switzerland,fast acting,10,2.25,BestValue,USA,fast acting,1000,0.75,PainAway,USA,standard,100,2.25,0,0,0,3,5,4,3
14,1,4,3,1,2,Novum,Switzerland,fast acting,100,3.5,Artemis,Denmark,fast acting,100,2.5,PainAway,USA,fast acting,100,2.5,Supermarket,Russia,standard,10,0.75,0,0,0,3,3,4,5
14,2,1,4,2,3,Artemis,Switzerland,double strength,1,3,Novum,Denmark,fast acting,10,3.5,PainAway,Brazil,standard,10,2.25,PainAway,India,standard,1000,1.5,0,0,0,3,3,4,5
14,3,2,4,3,1,Artemis,Switzerland,double strength,100,4.5,Novum,USA,double strength,100,2.25,Supermarket,India,fast acting,1000,0.75,Supermarket,Brazil,fast acting,10,1.5,0,0,0,3,3,4,5
14,4,3,1,4,2,Novum,USA,fast acting,1,3,Artemis,Switzerland,double strength,1,4.5,PainAway,USA,fast acting,100,2.25,PainAway,Brazil,standard,1000,0.75,0,0,0,3,3,4,5
