GROUP,SURVEY,SP,ID,obsID,altID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,AV,CAR_AV,SM_AV,TT,COST,HE,SEATS,CHOICE,chosen
2,0,1,11,92,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,116,32,120,0,2,0
2,0,1,11,93,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,116,29,30,0,2,0
2,0,1,11,94,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,93,29,60,0,2,0
2,0,1,11,95,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,101,32,30,0,2,0
2,0,1,11,96,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,101,29,30,0,2,0
2,0,1,11,97,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,101,38,60,0,2,0
2,0,1,11,98,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,116,38,30,0,2,0
2,0,1,11,99,1,1,0,1,2,1,2,1,2,0,17,19,1,0,1,101,32,60,0,2,0
2,0,1,12,100,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,131,36,30,0,2,0
2,0,1,12,101,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,131,36,120,0,2,0
2,0,1,12,102,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,131,32,30,0,2,0
2,0,1,12,103,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,110,32,60,0,2,0
2,0,1,12,104,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,117,36,30,0,2,0
2,0,1,12,105,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,117,32,30,0,2,0
2,0,1,12,106,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,117,43,60,0,2,0
2,0,1,12,107,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,131,43,30,0,2,0
2,0,1,12,108,1,1,0,1,2,1,3,0,2,0,1,2,1,0,1,117,36,60,0,2,0
2,0,1,13,109,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,168,37,120,0,2,0
2,0,1,13,110,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,129,28,120,0,2,0
2,0,1,13,111,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,168,28,120,0,2,0
2,0,1,13,112,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,142,28,60,0,2,0
2,0,1,13,113,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,142,31,120,0,2,0
2,0,1,13,114,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,129,31,60,0,1,1
2,0,1,13,115,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,129,37,60,0,1,1
2,0,1,13,116,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,129,31,120,0,2,0
2,0,1,13,117,1,1,0,1,2,1,3,1,1,0,1,17,1,0,1,142,37,30,0,2,0
2,0,1,14,118,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,130,31,120,0,2,0
2,0,1,14,119,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,118,31,30,0,2,0
2,0,1,14,120,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,153,31,60,0,2,0
2,0,1,14,121,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,118,26,30,0,1,1
2,0,1,14,122,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,153,23,60,0,2,0
2,0,1,14,123,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,130,23,120,0,2,0
2,0,1,14,124,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,118,31,120,0,2,0
2,0,1,14,125,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,118,23,30,0,1,1
2,0,1,14,126,1,1,0,1,2,1,3,1,2,0,1,17,1,1,1,153,26,60,0,2,0
2,0,1,15,127,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,111,26,120,0,2,0
2,0,1,15,128,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,111,20,120,0,2,0
2,0,1,15,129,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,90,20,120,0,2,0
2,0,1,15,130,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,97,20,60,0,2,0
2,0,1,15,131,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,97,22,120,0,2,0
2,0,1,15,132,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,90,22,60,0,2,0
2,0,1,15,133,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,90,26,60,0,2,0
2,0,1,15,134,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,90,22,120,0,2,0
2,0,1,15,135,1,1,0,1,2,1,3,1,2,0,17,1,1,0,1,97,26,30,0,1,1
2,0,1,16,136,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,62,30,0,2,0
2,0,1,16,137,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,62,120,0,2,0
2,0,1,16,138,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,56,30,0,2,0
2,0,1,16,139,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,165,56,60,0,2,0
2,0,1,16,140,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,62,30,0,2,0
2,0,1,16,141,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,56,30,0,2,0
2,0,1,16,142,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,74,60,0,2,0
2,0,1,16,143,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,208,74,30,0,2,0
2,0,1,16,144,1,1,0,1,2,1,3,1,2,0,25,1,1,1,1,179,62,60,0,2,0
2,0,1,17,145,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,23,30,0,2,0
2,0,1,17,146,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,23,120,0,2,0
2,0,1,17,147,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,21,30,0,2,0
2,0,1,17,148,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,102,21,60,0,2,0
2,0,1,17,149,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,23,30,0,2,0
2,0,1,17,150,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,21,30,0,2,0
2,0,1,17,151,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,28,60,0,2,0
2,0,1,17,152,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,132,28,30,0,2,0
2,0,1,17,153,1,1,0,2,1,0,1,1,2,0,1,2,1,1,1,112,23,60,0,2,0
2,0,1,18,154,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,24,30,0,2,0
2,0,1,18,155,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,24,120,0,2,0
2,0,1,18,156,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,22,30,0,2,0
2,0,1,18,157,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,154,22,60,0,2,0
2,0,1,18,158,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,24,30,0,2,0
2,0,1,18,159,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,22,30,0,2,0
2,0,1,18,160,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,29,60,0,2,0
2,0,1,18,161,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,186,29,30,0,2,0
2,0,1,18,162,1,1,0,2,1,0,3,1,3,0,2,25,1,1,1,165,24,60,0,2,0
2,0,1,19,163,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,212,26,120,0,3,0
2,0,1,19,164,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,177,20,60,0,1,1
2,0,1,19,165,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,20,120,0,3,0
2,0,1,19,166,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,212,20,120,0,3,0
2,0,1,19,167,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,177,22,120,0,1,1
2,0,1,19,168,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,22,60,0,1,1
2,0,1,19,169,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,26,60,0,2,0
2,0,1,19,170,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,159,22,120,0,2,0
2,0,1,19,171,1,1,0,2,1,1,1,0,1,0,1,17,1,1,1,177,26,30,0,1,1
2,0,1,20,172,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,179,31,120,0,2,0
2,0,1,20,173,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,23,120,0,2,0
2,0,1,20,174,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,179,23,120,0,3,0
2,0,1,20,175,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,151,23,60,0,2,0
2,0,1,20,176,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,151,26,120,0,2,0
2,0,1,20,177,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,26,60,0,2,0
2,0,1,20,178,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,31,60,0,2,0
2,0,1,20,179,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,137,26,120,0,2,0
2,0,1,20,180,1,1,0,2,2,1,2,0,1,0,1,2,1,1,1,151,31,30,0,2,0
2,0,1,21,181,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,133,96,120,0,2,0
2,0,1,21,182,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,122,96,30,0,2,0
2,0,1,21,183,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,154,96,60,0,1,1
2,0,1,21,184,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,122,80,30,0,2,0
2,0,1,21,185,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,154,72,60,0,2,0
2,0,1,21,186,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,133,72,120,0,2,0
2,0,1,21,187,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,122,96,120,0,2,0
2,0,1,21,188,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,122,72,30,0,2,0
2,0,1,21,189,1,1,0,3,1,0,2,1,4,0,25,2,1,0,1,154,80,60,0,2,0
2,0,1,22,190,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,52,30,0,3,0
2,0,1,22,191,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,52,120,0,1,1
2,0,1,22,192,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,47,30,0,1,1
2,0,1,22,193,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,87,47,60,0,1,1
2,0,1,22,194,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,52,30,0,3,0
2,0,1,22,195,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,47,30,0,1,1
2,0,1,22,196,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,62,60,0,3,0
2,0,1,22,197,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,108,62,30,0,3,0
2,0,1,22,198,1,1,0,3,2,0,5,1,3,0,22,2,1,1,1,94,52,60,0,3,0
2,0,1,23,199,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,102,54,120,0,2,0
2,0,1,23,200,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,54,30,0,2,0
2,0,1,23,201,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,116,54,60,0,1,1
2,0,1,23,202,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,45,30,0,1,1
2,0,1,23,203,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,116,40,60,0,2,0
2,0,1,23,204,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,102,40,120,0,2,0
2,0,1,23,205,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,54,120,0,1,1
2,0,1,23,206,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,95,40,30,0,1,1
2,0,1,23,207,1,1,0,3,2,1,2,1,2,0,15,1,1,1,1,116,45,60,0,2,0
2,0,1,24,208,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,210,118,120,0,2,0
2,0,1,24,209,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,164,88,120,0,2,0
2,0,1,24,210,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,210,88,120,0,2,0
2,0,1,24,211,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,179,88,60,0,2,0
2,0,1,24,212,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,179,98,120,0,2,0
2,0,1,24,213,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,164,98,60,0,2,0
2,0,1,24,214,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,164,118,60,0,2,0
2,0,1,24,215,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,164,98,120,0,2,0
2,0,1,24,216,1,1,0,3,2,1,3,1,2,0,17,2,1,0,1,179,118,30,0,1,1
2,0,1,25,217,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,179,119,120,0,3,0
2,0,1,25,218,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,99,30,0,3,0
2,0,1,25,219,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,119,30,0,2,0
2,0,1,25,220,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,210,119,60,0,2,0
2,0,1,25,221,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,210,89,60,0,2,0
2,0,1,25,222,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,179,89,120,0,2,0
2,0,1,25,223,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,119,120,0,3,0
2,0,1,25,224,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,164,89,30,0,3,0
2,0,1,25,225,1,1,0,3,2,1,3,1,3,0,2,17,1,1,1,210,99,60,0,3,0
2,0,1,26,226,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,74,30,0,2,0
2,0,1,26,227,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,74,120,0,2,0
2,0,1,26,228,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,67,30,0,2,0
2,0,1,26,229,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,177,67,60,0,2,0
2,0,1,26,230,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,74,30,0,2,0
2,0,1,26,231,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,67,30,0,2,0
2,0,1,26,232,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,89,60,0,2,0
2,0,1,26,233,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,233,89,30,0,2,0
2,0,1,26,234,1,1,0,4,2,0,3,1,2,0,25,1,1,1,1,196,74,60,0,2,0
2,0,1,27,235,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,86,36,120,0,2,0
2,0,1,27,236,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,79,36,30,0,2,0
2,0,1,27,237,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,100,36,60,0,2,0
2,0,1,27,238,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,79,30,30,0,2,0
2,0,1,27,239,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,100,27,60,0,2,0
2,0,1,27,240,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,86,27,120,0,2,0
2,0,1,27,241,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,79,36,120,0,2,0
2,0,1,27,242,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,79,27,30,0,2,0
2,0,1,27,243,1,1,0,4,2,1,2,1,2,0,22,2,1,0,1,100,30,60,0,2,0
2,0,1,28,244,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,92,60,120,0,2,0
2,0,1,28,245,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,108,60,60,0,2,0
2,0,1,28,246,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,84,60,30,0,2,0
2,0,1,28,247,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,84,50,30,0,1,1
2,0,1,28,248,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,108,45,60,0,2,0
2,0,1,28,249,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,84,60,120,0,2,0
2,0,1,28,250,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,92,45,120,0,1,1
2,0,1,28,251,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,108,50,60,0,2,0
2,0,1,28,252,1,1,0,5,1,1,5,1,1,0,25,23,1,0,1,84,45,30,0,1,1
2,0,1,29,253,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,110,60,120,0,1,1
2,0,1,29,254,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,60,30,0,2,0
2,0,1,29,255,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,124,60,60,0,1,1
2,0,1,29,256,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,50,30,0,1,1
2,0,1,29,257,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,124,45,60,0,1,1
2,0,1,29,258,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,110,45,120,0,2,0
2,0,1,29,259,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,60,120,0,2,0
2,0,1,29,260,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,103,45,30,0,1,1
2,0,1,29,261,1,1,0,5,1,1,3,0,2,0,2,22,1,1,1,124,50,60,0,2,0
2,0,1,30,262,1,1,0,5,2,1,2,1,2,0,22,2,1,1,1,118,60,120,0,2,0
2,0,1,30,263,1,1,0,5,2,1,2,1,2,0,22,2,1,1,1,97,45,120,0,2,0
2,0,1,30,264,1,1,0,5,2,1,2,1,2,0,22,2,1,1,1,118,45,120,0,2,0
